100	53	59	33
200	129	227	97
300	229	493	162
400	313	875	209
500	402	1320	246
600	442	1605	283
700	308	1529	172
800	299	1995	216
900	406	2624	229
1000	399	2677	270
1100	386	3557	341
1200	432	4141	325
1300	468	4532	332
1400	503	5239	326
1500	549	5966	357
1600	618	7225	439
1700	816	7869	503
1800	670	8736	447
1900	722	9677	468
2000	772	10814	563
2100	811	11659	527
2200	833	13243	641
2300	893	14027	602
2400	925	15523	706
2500	961	16642	652
2600	1017	18163	760
2700	1054	20113	865
2800	1090	20811	911
2900	1191	22182	833
3000	1185	23908	952
3100	1243	25574	937
3200	1273	27997	1061
3300	1326	28917	1015
3400	1381	30965	1148
3500	1408	35397	1232
3600	1639	37187	1150
3700	1479	36643	1196
3800	1550	39075	1344
3900	1593	40995	1405
4000	1657	45303	1372
4100	1684	44742	1459
4200	1733	46748	1339
4300	1776	50768	1425
4400	1805	51634	1432
4500	2341	55334	1662
4600	2158	58648	1545
4700	2028	59591	1585
4800	2056	61665	1657
4900	2267	64304	1651
5000	2153	66889	1789
5100	2160	69579	1754
5200	2206	72253	2419
5300	3478	77027	1981
5400	2312	76966	1996
5500	2400	79956	1921
5600	2387	82703	1935
5700	2471	92118	2290
5800	2808	97050	2308
5900	2846	92995	2165
6000	2590	94676	2077
6100	2680	102985	2181
6200	2675	102148	2265
6300	2706	115154	2866
6400	2792	107737	2553
6500	2813	111394	2692
6600	2871	114788	2766
6700	2923	123745	2954
6800	2985	121819	2990
6900	3008	124961	3025
7000	3139	128866	3027
7100	3130	147554	4536
7200	4766	150357	3448
7300	3196	148749	3241
7400	3278	150971	3329
7500	3371	147919	3328
7600	3331	152511	3618
7700	3369	168572	3714
7800	3500	159905	3589
7900	3540	163853	3598
8000	3496	178688	3618
8100	3569	173203	3694
8200	3602	179405	5478
8300	4174	182900	3971
8400	3741	185261	3881
8500	3773	200715	3922
8600	3812	195366	3572
8700	3859	203262	4204
8800	4368	223685	3975
8900	4227	215938	3802
9000	6246	215782	4048
9100	4110	217671	3936
9200	4113	226469	3909
9300	4291	228348	4107
9400	4300	238940	4127
9500	4279	237753	4314
9600	4338	249803	4105
9700	4398	246975	4212
9800	4449	274456	5018
9900	5123	261861	4825
10000	5095	264461	4650
10100	4657	277508	5204
10200	4956	274117	4575
10300	4710	295400	5240
10400	5410	291086	4707
10500	4965	302843	4870
10600	4874	316159	5333
10700	5593	301980	5882
10800	5003	315140	5654
10900	5080	319209	5980
11000	5126	317794	6007
11100	5152	330476	5995
11200	5834	342441	6070
11300	5206	336584	6258
11400	6855	363174	7337
11500	5359	357168	6409
11600	5359	368196	7323
11700	6181	364453	8164
11800	6160	366058	6167
11900	5751	387085	5756
12000	5601	392166	5750
12100	5575	396589	6449
12200	6668	395933	6667
12300	6660	397182	5994
12400	5881	409970	6115
12500	5958	431443	6231
12600	6782	425608	6533
12700	6128	449127	12180
12800	6975	442867	7201
12900	6237	440214	6686
13000	6262	459997	6706
13100	6259	462579	7731
13200	6483	465929	7079
13300	6224	473946	6805
13400	6431	480603	6983
13500	6662	489115	6939
13600	6882	497801	6989
13700	6803	508135	8984
13800	6589	514983	7105
13900	7013	534190	7629
14000	7036	526622	7535
14100	7013	531893	7737
14200	7191	539436	7638
14300	7262	562467	7701
14400	7324	557466	8396
14500	7327	560896	7938
14600	8072	571518	8253
14700	7373	592837	8434
14800	7037	580323	8395
14900	7482	599943	8320
15000	7168	599096	8349
15100	7068	612037	8708
15200	7233	612432	8430
15300	7440	655718	8771
15400	7728	634291	9632
15500	8469	645882	8654
15600	7638	651445	8953
15700	7747	661769	10525
15800	7893	712372	10985
15900	7847	671285	10953
16000	7678	693627	14027
16100	8741	695281	10948
16200	8294	702348	11115
16300	8048	723783	11596
16400	8097	740916	11528
16500	9071	744710	11430
16600	8500	759145	12469
16700	9475	803493	11148
16800	8896	757970	9750
16900	8516	771300	13577
17000	12090	764178	12125
17100	8575	773439	11913
17200	8543	854956	13059
17300	9590	892935	10490
17400	8664	795912	10646
17500	8836	807435	11145
17600	8913	824534	10946
17700	9171	822763	11121
17800	9102	828681	11431
17900	9234	837536	11145
18000	8985	858155	11441
18100	9099	856577	11380
18200	9145	867145	11507
18300	9365	875915	11429
18400	9249	885735	13389
18500	9216	895380	13465
18600	9589	905974	11801
18700	9483	916205	11768
18800	9409	926870	12199
18900	10645	942659	12055
19000	9600	947218	12535
19100	9688	958027	12476
19200	9729	964741	12448
19300	9834	974512	14956
19400	9653	984262	12765
19500	9843	993654	13040
19600	9870	1005431	13022
19700	10029	1019170	12817
19800	10086	1026307	13046
19900	10089	1040507	13117
20000	9999	1047732	13635
